,key_0,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,Delay,predicted_payment_date,bucketed_delay
9112,9112,U001,0200769623,WAL-MAR ,,2020.0,1930686932.0,2020-03-23,2020-03-23,2020-03-23,2020-04-07,USD,RV,58656.56,20200323.0,NAH4,1930686932.0,1,2020-04-08,+ve
9113,9113,U013,0140103496,JAME ,,2020.0,1991841619.0,2020-03-29,2020-03-25,2020-03-29,2020-05-13,USD,RV,645.92,20200329.0,NAVF,1991841619.0,-1,2020-05-12,null
9114,9114,U001,0200769623,WAL-MAR ,,2020.0,1930687122.0,2020-03-22,2020-03-23,2020-03-22,2020-04-06,USD,RV,18688.21,20200322.0,NAH4,1930687122.0,1,2020-04-07,+ve
9115,9115,U001,200769623,WAL-MAR corp,,2020.0,1930879603.0,2020-05-10,2020-05-08,2020-05-10,2020-05-25,USD,RV,3403.8,20200510.0,NAH4,1930879603.0,2,2020-05-27,+ve
9116,9116,U001,0200769623,WAL-MAR associates,,2020.0,1930788266.0,2020-04-16,2020-04-15,2020-04-16,2020-05-01,USD,RV,26849.11,20200416.0,NAH4,1930788266.0,1,2020-05-02,+ve
9117,9117,U001,0200230690,DECA foundation,,2020.0,1930788639.0,2020-04-15,2020-04-15,2020-04-15,2020-04-08,USD,RV,1281.62,20200316.0,NAM4,1930788639.0,1,2020-04-09,+ve
9118,9118,CA02,0140106408,WAL-M foundation,,2020.0,2960625855.0,2020-04-03,2020-04-03,2020-04-03,2020-04-13,CAD,RV,37561.18,20200403.0,CA10,2960625855.0,-3,2020-04-10,null
9119,9119,U001,0200771157,WEIS associates,,2020.0,1930727255.0,2020-04-01,2020-04-01,2020-04-01,2020-04-16,USD,RV,63972.88,20200401.0,NAA8,1930727255.0,0,2020-04-16,null
9120,9120,U001,0200769623,WAL-MAR associates,,2020.0,1930720015.0,2020-03-31,2020-03-30,2020-03-31,2020-04-15,USD,RV,13265.89,20200331.0,NAH4,1930720015.0,1,2020-04-16,+ve
9121,9121,U001,0200769623,WAL-MAR co,,2020.0,1930798153.0,2020-04-17,2020-04-17,2020-04-17,2020-05-02,USD,RV,281.58,20200417.0,NAH4,1930798153.0,1,2020-05-03,+ve
9122,9122,U001,0200781831,RITE corporation,,2020.0,1930629477.0,2020-03-09,2020-03-10,2020-03-09,2020-03-24,USD,RV,59355.81,20200309.0,NAA8,1930629477.0,0,2020-03-24,null
9123,9123,U001,0200743996,STATER  co,,2020.0,1930801232.0,2020-04-20,2020-04-18,2020-04-20,2020-05-05,USD,RV,48776.41,20200420.0,NAA8,1930801232.0,0,2020-05-05,null
9124,9124,U001,200780383,MEIJ in,,2020.0,1930843282.0,2020-04-30,2020-04-30,2020-04-30,2020-05-15,USD,RV,30839.56,20200430.0,NAA8,1930843282.0,0,2020-05-15,null
9125,9125,CA02,140106408,WAL-M corp,,2020.0,2960632266.0,2020-05-02,2020-05-02,2020-05-02,2020-05-12,CAD,RV,1940.24,20200502.0,CA10,2960632266.0,-3,2020-05-09,null
9126,9126,U001,0200705089,JETR systems,,2020.0,1930653874.0,2020-03-16,2020-03-15,2020-03-16,2020-03-31,USD,RV,10952.13,20200316.0,NAA8,1930653874.0,0,2020-03-31,null
9127,9127,U001,0200920735,ALBERT corp,,2020.0,1930690916.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,20345.3,20200324.0,NAA8,1930690916.0,0,2020-04-08,null
9128,9128,U001,0200965912,C&S W associates,,2020.0,1930802289.0,2020-04-21,2020-04-20,2020-04-21,2020-05-06,USD,RV,80201.66,20200421.0,NAC6,1930802289.0,1,2020-05-07,+ve
9129,9129,U001,0200769623,WAL-MAR systems,,2020.0,1930809548.0,2020-04-22,2020-04-21,2020-04-22,2020-05-07,USD,RV,498.03,20200422.0,NAH4,1930809548.0,1,2020-05-08,+ve
9130,9130,U001,0200769623,WAL-MAR systems,,2020.0,1930781992.0,2020-04-14,2020-04-14,2020-04-14,2020-04-29,USD,RV,74695.78,20200414.0,NAH4,1930781992.0,1,2020-04-30,+ve
9131,9131,U001,0200769623,WAL-MAR co,,2020.0,1930757398.0,2020-04-05,2020-04-07,2020-04-05,2020-04-20,USD,RV,28214.72,20200405.0,NAH4,1930757398.0,1,2020-04-21,+ve
9132,9132,U001,0100024776,PEA systems,,2020.0,1930773992.0,2020-04-14,2020-04-10,2020-04-14,2020-05-19,USD,RV,7214.57,20200414.0,NAG2,1930773992.0,0,2020-05-19,null
9133,9133,U001,0200726979,BJ'S  llc,,2020.0,1930737081.0,2020-04-04,2020-04-03,2020-04-04,2020-04-19,USD,RV,49545.0,20200404.0,NAA8,1930737081.0,0,2020-04-19,null
9134,9134,U001,0200769623,WAL-MAR ,,2020.0,1930660576.0,2020-03-18,2020-03-17,2020-03-18,2020-04-02,USD,RV,10655.31,20200318.0,NAH4,1930660576.0,1,2020-04-03,+ve
9135,9135,U001,0200769623,WAL-MAR corp,,2020.0,1930586212.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,29481.44,20200302.0,NAH4,1930586212.0,1,2020-03-18,+ve
9136,9136,U001,0200020431,DEC llc,,2020.0,1930860611.0,2020-05-05,2020-05-05,2020-05-05,2020-05-11,USD,RV,15863.9,20200501.0,NAM2,1930860611.0,1,2020-05-12,+ve
9137,9137,U001,0200723794,MID MO llc,,2020.0,1930719115.0,2020-03-30,2020-03-29,2020-03-30,2020-04-14,USD,RV,118350.06,20200330.0,NAA8,1930719115.0,0,2020-04-14,null
9138,9138,U001,0200769623,WAL-MAR in,,2020.0,1930723385.0,2020-03-31,2020-03-31,2020-03-31,2020-04-15,USD,RV,4871.63,20200331.0,NAH4,1930723385.0,1,2020-04-16,+ve
9139,9139,U001,0200418007,AM trust,,2020.0,1930751029.0,2020-04-06,2020-04-05,2020-04-06,2020-06-10,USD,RV,6243.32,20200406.0,NAGD,1930751029.0,0,2020-06-10,null
9140,9140,U001,0100031704,DELHAIZE us,,2020.0,1930810700.0,2020-04-24,2020-04-21,2020-04-24,2020-05-09,USD,RV,91196.54,20200424.0,NAA8,1930810700.0,0,2020-05-09,null
9141,9141,CA02,0140104409,LOB in,,2020.0,2960627355.0,2020-04-09,2020-04-09,2020-04-09,2020-04-19,CAD,RV,18816.0,20200409.0,CA10,2960627355.0,-3,2020-04-16,null
9142,9142,U001,0200769623,WAL-MAR trust,,2020.0,1930717530.0,2020-03-30,2020-03-28,2020-03-30,2020-04-14,USD,RV,54410.09,20200330.0,NAH4,1930717530.0,1,2020-04-15,+ve
9143,9143,U001,0200769623,WAL-MAR llc,,2020.0,1930751857.0,2020-04-06,2020-04-06,2020-04-06,2020-04-21,USD,RV,5851.12,20200406.0,NAH4,1930751857.0,1,2020-04-22,+ve
9144,9144,U001,0200769623,WAL-MAR ,,2020.0,1930683418.0,2020-03-22,2020-03-21,2020-03-22,2020-04-06,USD,RV,338.13,20200322.0,NAH4,1930683418.0,1,2020-04-07,+ve
9145,9145,U001,200707822,PUBLI foundation,,2020.0,1930725361.0,2020-03-31,2020-03-31,2020-03-31,2020-04-15,USD,RV,50000.0,20200331.0,NAA8,1930725361.0,0,2020-04-15,null
9146,9146,U001,0100043936,PAPA JO associates,,2020.0,1930703521.0,2020-03-26,2020-03-25,2020-03-26,2020-04-05,USD,RV,18135.88,20200326.0,NA10,1930703521.0,1,2020-04-06,+ve
9147,9147,U001,0200739534,OK systems,,2020.0,1930852135.0,2020-05-02,2020-05-02,2020-05-02,2020-05-17,USD,RV,32138.39,20200502.0,NAA8,1930852135.0,0,2020-05-17,null
9148,9148,U001,0200353024,DECA systems,,2020.0,1930690422.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,295.74,20200316.0,NAM4,1930690422.0,1,2020-04-09,+ve
9149,9149,U001,0200592182,DECA foundation,,2020.0,1930789840.0,2020-04-16,2020-04-16,2020-04-16,2020-04-24,USD,RV,8150.9,20200401.0,NAM4,1930789840.0,1,2020-04-25,+ve
9150,9150,U001,0200769623,WAL-MAR llc,,2020.0,1930748069.0,2020-04-05,2020-04-04,2020-04-05,2020-04-20,USD,RV,1898.9,20200405.0,NAH4,1930748069.0,1,2020-04-21,+ve
9151,9151,U001,0200148860,DOLLA corp,,2020.0,1930832637.0,2020-04-30,2020-04-28,2020-04-30,2020-05-15,USD,RV,12439.36,20200430.0,NAA8,1930832637.0,0,2020-05-15,null
9152,9152,U001,0200769623,WAL-MAR associates,,2020.0,1930796693.0,2020-04-18,2020-04-17,2020-04-18,2020-05-03,USD,RV,3655.87,20200418.0,NAH4,1930796693.0,1,2020-05-04,+ve
9153,9153,U001,0200769623,WAL-MAR us,,2020.0,1930819522.0,2020-04-25,2020-04-23,2020-04-25,2020-05-10,USD,RV,26245.75,20200425.0,NAH4,1930819522.0,1,2020-05-11,+ve
9154,9154,U001,0200705742,DOT llc,,2020.0,1930833909.0,2020-04-28,2020-04-28,2020-04-28,2020-05-18,USD,RV,5364.09,20200428.0,NAD1,1930833909.0,1,2020-05-19,+ve
9155,9155,U001,0200769623,WAL-MAR associates,,2020.0,1930660573.0,2020-03-18,2020-03-17,2020-03-18,2020-04-02,USD,RV,17007.98,20200318.0,NAH4,1930660573.0,1,2020-04-03,+ve
9156,9156,U001,0200769623,WAL-MAR in,,2020.0,1930798360.0,2020-04-20,2020-04-17,2020-04-20,2020-05-05,USD,RV,32961.93,20200420.0,NAH4,1930798360.0,1,2020-05-06,+ve
9157,9157,U001,0200769623,WAL-MAR systems,,2020.0,1930597903.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,62112.31,20200303.0,NAH4,1930597903.0,1,2020-03-19,+ve
9158,9158,U001,0200769623,WAL-MAR trust,,2020.0,1930705813.0,2020-03-27,2020-03-26,2020-03-27,2020-04-11,USD,RV,33914.97,20200327.0,NAH4,1930705813.0,1,2020-04-12,+ve
9159,9159,U001,0200799367,MCL foundation,,2020.0,1930764509.0,2020-04-17,2020-04-08,2020-04-17,2020-05-02,USD,RV,9605.36,20200417.0,NAA8,1930764509.0,0,2020-05-02,null
9160,9160,U001,0200769623,WAL-MAR systems,,2020.0,1930837588.0,2020-04-29,2020-04-29,2020-04-29,2020-05-14,USD,RV,59407.49,20200429.0,NAH4,1930837588.0,1,2020-05-15,+ve
9161,9161,U001,0200772670,ASSOCIAT trust,,2020.0,1930583800.0,2020-02-28,2020-02-29,2020-02-28,2020-03-14,USD,RV,602.9,20200228.0,NAU5,1930583800.0,1,2020-03-15,+ve
9162,9162,U001,0200769623,WAL-MAR in,,2020.0,1930715025.0,2020-03-29,2020-03-28,2020-03-29,2020-04-13,USD,RV,6532.6,20200329.0,NAH4,1930715025.0,1,2020-04-14,+ve
9163,9163,U001,0200706844,WINC foundation,,2020.0,1930808996.0,2020-04-22,2020-04-21,2020-04-22,2020-05-07,USD,RV,8246.31,20200422.0,NAA8,1930808996.0,0,2020-05-07,null
9164,9164,U001,200714710,SYSCO  corp,,2020.0,1930842597.0,2020-05-07,2020-05-04,2020-05-07,2020-05-22,USD,RV,21383.98,20200507.0,NAA8,1930842597.0,0,2020-05-22,null
9165,9165,CA02,0140104331,CORE-M foundation,,2020.0,2960619042.0,2020-03-07,2020-03-07,2020-03-07,2020-03-20,CAD,RV,18098.77,20200310.0,CA10,2960619042.0,-4,2020-03-16,null
9166,9166,U001,0200769623,WAL-MAR trust,,2020.0,1930851585.0,2020-05-04,2020-05-02,2020-05-04,2020-05-19,USD,RV,7982.49,20200504.0,NAH4,1930851585.0,1,2020-05-20,+ve
9167,9167,U001,0200743123,KROGER corp,,2020.0,1930740951.0,2020-04-04,2020-04-03,2020-04-04,2020-04-19,USD,RV,40797.06,20200404.0,NAA8,1930740951.0,0,2020-04-19,null
9168,9168,U001,0200772595,SAFEW us,,2020.0,1930801234.0,2020-04-20,2020-04-18,2020-04-20,2020-05-05,USD,RV,63899.08,20200420.0,NAA8,1930801234.0,0,2020-05-05,null
9169,9169,U001,0200726979,BJ'S  systems,,2020.0,1930823155.0,2020-04-25,2020-04-24,2020-04-25,2020-05-10,USD,RV,495.93,20200425.0,NAA8,1930823155.0,0,2020-05-10,null
9170,9170,U001,0200769623,WAL-MAR ,,2020.0,1930708528.0,2020-03-27,2020-03-26,2020-03-27,2020-04-11,USD,RV,21270.76,20200327.0,NAH4,1930708528.0,1,2020-04-12,+ve
9171,9171,U001,0200078795,H T H us,,2020.0,1930693951.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,3016.08,20200324.0,NAA8,1930693951.0,0,2020-04-08,null
9172,9172,U001,0200706844,WINC ,,2020.0,1930839027.0,2020-04-29,2020-04-29,2020-04-29,2020-05-14,USD,RV,14196.57,20200429.0,NAA8,1930839027.0,0,2020-05-14,null
9173,9173,U001,0200704858,WAKE trust,,2020.0,1930726425.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,78364.25,20200401.0,NAA8,1930726425.0,0,2020-04-16,null
9174,9174,U001,0100031704,DELHAIZE co,,2020.0,1930730328.0,2020-04-02,2020-04-01,2020-04-02,2020-04-17,USD,RV,66213.39,20200402.0,NAA8,1930730328.0,0,2020-04-17,null
9175,9175,U001,0200759878,SA us,,2020.0,1930586552.0,2020-03-03,2020-03-02,2020-03-03,2020-05-07,USD,RV,4255.2,20200303.0,NAGD,1930586552.0,0,2020-05-07,null
9176,9176,U001,200772595,SAFEW systems,,2020.0,1930739344.0,2020-04-03,2020-04-03,2020-04-03,2020-04-18,USD,RV,31423.34,20200403.0,NAA8,1930739344.0,0,2020-04-18,null
9177,9177,U001,0200769623,WAL-MAR llc,,2020.0,1930831328.0,2020-04-30,2020-04-28,2020-04-30,2020-05-15,USD,RV,11635.21,20200430.0,NAH4,1930831328.0,1,2020-05-16,+ve
9178,9178,U001,0200729942,SA associates,,2020.0,1930818836.0,2020-04-22,2020-04-23,2020-04-22,2020-05-07,USD,RV,31972.23,20200422.0,NAA8,1930818836.0,0,2020-05-07,null
9179,9179,U001,0200707822,PUBLI in,,2020.0,1930715371.0,2020-03-28,2020-03-28,2020-03-28,2020-04-12,USD,RV,72548.69,20200328.0,NAA8,1930715371.0,0,2020-04-12,null
9180,9180,U001,0200769623,WAL-MAR trust,,2020.0,1930796661.0,2020-04-18,2020-04-16,2020-04-18,2020-05-03,USD,RV,15195.45,20200418.0,NAH4,1930796661.0,1,2020-05-04,+ve
9181,9181,U001,0200803720,DEC co,,2020.0,1930614069.0,2020-03-07,2020-03-07,2020-03-07,2020-03-24,USD,RV,51.72,20200301.0,NAM4,1930614069.0,1,2020-03-25,+ve
9182,9182,U001,0200759878,SA foundation,,2020.0,1930582924.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,28862.98,20200302.0,NAH4,1930582924.0,0,2020-03-17,null
9183,9183,U001,0100043956,E&S corporation,,2020.0,1930788524.0,2020-04-16,2020-04-15,2020-04-16,2020-05-06,USD,RV,9461.6,20200416.0,NAD1,1930788524.0,1,2020-05-07,+ve
9184,9184,U001,0200769623,WAL-MAR llc,,2020.0,1930675512.0,2020-03-22,2020-03-20,2020-03-22,2020-04-06,USD,RV,44009.55,20200322.0,NAH4,1930675512.0,1,2020-04-07,+ve
9185,9185,U001,0200772670,ASSOCIAT ,,2020.0,1930754414.0,2020-04-06,2020-04-06,2020-04-06,2020-04-21,USD,RV,169142.4,20200406.0,NAU5,1930754414.0,1,2020-04-22,+ve
9186,9186,U001,0200900212,CASEY co,,2020.0,1930880147.0,2020-05-08,2020-05-08,2020-05-08,2020-05-23,USD,RV,18106.82,20200508.0,NAA8,1930880147.0,0,2020-05-23,null
9187,9187,U001,0200148860,DOLLA systems,,2020.0,1930576133.0,2020-02-27,2020-02-26,2020-02-27,2020-03-13,USD,RV,14185.27,20200227.0,NAA8,1930576133.0,0,2020-03-13,null
9188,9188,U001,0200724999,GILSTE systems,,2020.0,1930730305.0,2020-04-01,2020-04-01,2020-04-01,2020-04-11,USD,RV,24776.06,20200401.0,NA10,1930730305.0,1,2020-04-12,+ve
9189,9189,U001,0200782669,SYGMA us,,2020.0,1930562069.0,2020-02-27,2020-02-24,2020-02-27,2020-03-13,USD,RV,20701.46,20200227.0,NAA8,1930562069.0,0,2020-03-13,null
9190,9190,U001,0200705372,FR associates,,2020.0,1930604571.0,2020-03-07,2020-03-05,2020-03-07,2020-03-22,USD,RV,18314.5,20200307.0,NAA8,1930604571.0,0,2020-03-22,null
9191,9191,U001,0200769623,WAL-MAR foundation,,2020.0,1930729180.0,2020-04-02,2020-04-01,2020-04-02,2020-04-17,USD,RV,6424.62,20200402.0,NAH4,1930729180.0,1,2020-04-18,+ve
9192,9192,U001,0200705742,DOT associates,,2020.0,1930638170.0,2020-03-12,2020-03-11,2020-03-12,2020-03-27,USD,RV,16473.27,20200312.0,NAA8,1930638170.0,0,2020-03-27,null
9193,9193,U001,0200769623,WAL-MAR associates,,2020.0,1930794376.0,2020-04-17,2020-04-16,2020-04-17,2020-05-02,USD,RV,18580.32,20200417.0,NAH4,1930794376.0,1,2020-05-03,+ve
9194,9194,CA02,0140104258,DAWN FOO corporation,,2020.0,2960621725.0,2020-03-19,2020-03-19,2020-03-19,2020-04-06,CAD,RV,219.24,20200327.0,CA10,2960621725.0,-4,2020-04-02,null
9195,9195,U001,0200769623,WAL-MAR trust,,2020.0,1930828261.0,2020-04-26,2020-04-26,2020-04-26,2020-05-11,USD,RV,6426.5,20200426.0,NAH4,1930828261.0,1,2020-05-12,+ve
9196,9196,U001,0200353024,DECA foundation,,2020.0,1930756419.0,2020-04-07,2020-04-07,2020-04-07,2020-04-24,USD,RV,1006.32,20200401.0,NAM4,1930756419.0,1,2020-04-25,+ve
9197,9197,U001,0200759878,SA associates,,2020.0,1930747276.0,2020-04-04,2020-04-04,2020-04-04,2020-04-19,USD,RV,81754.97,20200404.0,NAH4,1930747276.0,0,2020-04-19,null
9198,9198,U001,0200772670,ASSOCIAT associates,,2020.0,1930611769.0,2020-03-06,2020-03-06,2020-03-06,2020-05-10,USD,RV,2299.29,20200306.0,NAGD,1930611769.0,0,2020-05-10,null
9199,9199,U001,0200002965,DECA ,,2020.0,1930599263.0,2020-03-04,2020-03-04,2020-03-04,2020-03-24,USD,RV,194.28,20200301.0,NAM4,1930599263.0,1,2020-03-25,+ve
9200,9200,U001,0200769623,WAL-MAR foundation,,2020.0,1930673312.0,2020-03-19,2020-03-19,2020-03-19,2020-04-03,USD,RV,39898.5,20200319.0,NAH4,1930673312.0,1,2020-04-04,+ve
9201,9201,U001,0200769623,WAL-MAR us,,2020.0,1930851301.0,2020-05-02,2020-05-02,2020-05-02,2020-05-17,USD,RV,14551.37,20200502.0,NAH4,1930851301.0,1,2020-05-18,+ve
9202,9202,U001,0200762301,C&S WH foundation,,2020.0,1930847031.0,2020-04-27,2020-05-01,2020-04-27,2020-05-12,USD,RV,93818.96,20200427.0,NAC6,1930847031.0,1,2020-05-13,+ve
9203,9203,U001,0200769623,WAL-MAR llc,,2020.0,1930837721.0,2020-04-30,2020-04-29,2020-04-30,2020-05-15,USD,RV,11244.03,20200430.0,NAH4,1930837721.0,1,2020-05-16,+ve
9204,9204,U001,0200759878,SA llc,,2020.0,1930827981.0,2020-04-26,2020-04-27,2020-04-26,2020-05-11,USD,RV,27807.55,20200426.0,NAH4,1930827981.0,0,2020-05-11,null
9205,9205,U001,0200726979,BJ'S  ,,2020.0,1930691637.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,1817.17,20200324.0,NAA8,1930691637.0,0,2020-04-08,null
9206,9206,U001,0200781803,JRD foundation,,2020.0,1930720543.0,2020-03-30,2020-03-30,2020-03-30,2020-04-19,USD,RV,2601.84,20200330.0,NAD1,1930720543.0,1,2020-04-20,+ve
9207,9207,U001,0200707822,PUBLI associates,,2020.0,1930859695.0,2020-05-05,2020-05-05,2020-05-05,2020-05-20,USD,RV,43294.32,20200505.0,NAA8,1930859695.0,0,2020-05-20,null
9208,9208,U001,0200792734,MDV/ systems,,2020.0,1930672712.0,2020-03-19,2020-03-19,2020-03-19,2020-04-03,USD,RV,66898.24,20200319.0,NAA8,1930672712.0,0,2020-04-03,null
9209,9209,U001,0200706844,WINC associates,,2020.0,1930763812.0,2020-04-09,2020-04-08,2020-04-09,2020-04-24,USD,RV,68373.78,20200409.0,NAA8,1930763812.0,0,2020-04-24,null
9210,9210,U002,0200816950,COLOM trust,,2020.0,1990571570.0,2020-04-11,2020-04-07,2020-04-11,2020-05-11,USD,RV,26350.92,20200411.0,NA38,1990571570.0,0,2020-05-11,null
9211,9211,U001,0200466603,SMITH'S us,,2020.0,1930688676.0,2020-03-24,2020-03-23,2020-03-24,2020-04-08,USD,RV,55915.85,20200324.0,NAA8,1930688676.0,0,2020-04-08,null
9212,9212,U001,0200769623,WAL-MAR corporation,,2020.0,1930786395.0,2020-04-15,2020-04-14,2020-04-15,2020-04-30,USD,RV,22930.78,20200415.0,NAH4,1930786395.0,1,2020-05-01,+ve
9213,9213,U001,0200762301,C&S WH llc,,2020.0,1930852840.0,2020-05-03,2020-05-02,2020-05-03,2020-05-18,USD,RV,69419.1,20200503.0,NAC6,1930852840.0,1,2020-05-19,+ve
9214,9214,U001,0200772595,SAFEW ,,2020.0,1930692480.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,80603.7,20200324.0,NAA8,1930692480.0,0,2020-04-08,null
9215,9215,U001,0200769623,WAL-MAR co,,2020.0,1930687047.0,2020-03-23,2020-03-23,2020-03-23,2020-04-07,USD,RV,19455.51,20200323.0,NAH4,1930687047.0,1,2020-04-08,+ve
9216,9216,U001,200466603,SMITH'S us,,2020.0,1930723484.0,2020-03-31,2020-03-31,2020-03-31,2020-04-15,USD,RV,79225.78,20200331.0,NAA8,1930723484.0,0,2020-04-15,null
9217,9217,U001,200769623,WAL-MAR foundation,,2020.0,1930757588.0,2020-04-09,2020-04-07,2020-04-09,2020-04-24,USD,RV,15133.42,20200409.0,NAH4,1930757588.0,2,2020-04-26,+ve
9218,9218,U001,0200762950,HAR trust,,2020.0,1930789862.0,2020-04-16,2020-04-16,2020-04-16,2020-05-01,USD,RV,14057.85,20200416.0,NAA8,1930789862.0,0,2020-05-01,null
9219,9219,U001,0200726979,BJ'S  foundation,,2020.0,1930674433.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,1013.75,20200320.0,NAA8,1930674433.0,0,2020-04-04,null
9220,9220,U001,0200769623,WAL-MAR associates,,2020.0,1930837637.0,2020-04-30,2020-04-29,2020-04-30,2020-05-15,USD,RV,11581.19,20200430.0,NAH4,1930837637.0,1,2020-05-16,+ve
9221,9221,U001,0100031704,DELHAIZE co,,2020.0,1930666315.0,2020-03-17,2020-03-18,2020-03-17,2020-04-01,USD,RV,63413.12,20200317.0,NAA8,1930666315.0,0,2020-04-01,null
9222,9222,U001,0200739534,OK llc,,2020.0,1930847248.0,2020-04-30,2020-05-01,2020-04-30,2020-05-15,USD,RV,36361.34,20200430.0,NAA8,1930847248.0,0,2020-05-15,null
9223,9223,U001,0200729942,SA corp,,2020.0,1930785233.0,2020-04-14,2020-04-14,2020-04-14,2020-04-29,USD,RV,26657.0,20200414.0,NAA8,1930785233.0,0,2020-04-29,null
9224,9224,CA02,0100025721,MANU foundation,,2020.0,2960619651.0,2020-03-09,2020-03-09,2020-03-09,2020-03-20,CAD,RV,8380.35,20200310.0,CA10,2960619651.0,-3,2020-03-17,null
9225,9225,U001,0200769623,WAL-MAR co,,2020.0,1930632489.0,2020-03-12,2020-03-10,2020-03-12,2020-03-27,USD,RV,17087.8,20200312.0,NAH4,1930632489.0,1,2020-03-28,+ve
9226,9226,CA02,140104440,SO ,,2020.0,2960620375.0,2020-03-12,2020-03-12,2020-03-12,2020-03-23,CAD,RV,120505.88,20200313.0,CA10,2960620375.0,-3,2020-03-20,null
9227,9227,CA02,0140105785,SHOPPE co,,2020.0,2960631328.0,2020-04-27,2020-04-27,2020-04-27,2020-05-09,CAD,RV,18714.24,20200429.0,CA10,2960631328.0,-4,2020-05-05,null
9228,9228,U001,0200724999,GILSTE associates,,2020.0,1930598585.0,2020-03-03,2020-03-04,2020-03-03,2020-03-13,USD,RV,35062.13,20200303.0,NA10,1930598585.0,1,2020-03-14,+ve
9229,9229,U001,0200706844,WINC corp,,2020.0,1930716740.0,2020-03-28,2020-03-28,2020-03-28,2020-04-12,USD,RV,28224.48,20200328.0,NAA8,1930716740.0,0,2020-04-12,null
9230,9230,U001,0200418007,AM llc,,2020.0,1930817206.0,2020-04-23,2020-04-22,2020-04-23,2020-05-08,USD,RV,6635.52,20200423.0,NAA8,1930817206.0,0,2020-05-08,null
9231,9231,U001,200706844,WINC corp,,2020.0,1930641527.0,2020-03-11,2020-03-11,2020-03-11,2020-05-15,USD,RV,17188.15,20200311.0,NAGD,1930641527.0,0,2020-05-15,null
9232,9232,U001,0100031704,DELHAIZE us,,2020.0,1930698445.0,2020-03-26,2020-03-25,2020-03-26,2020-04-10,USD,RV,18263.95,20200326.0,NAA8,1930698445.0,0,2020-04-10,null
9233,9233,CA02,0140104429,COSTCO ,,2020.0,2960616991.0,2020-03-02,2020-03-02,2020-03-02,2020-03-12,CAD,RV,40270.86,20200302.0,CA10,2960616991.0,-3,2020-03-09,null
9234,9234,U001,0200769623,WAL-MAR co,,2020.0,1930685058.0,2020-03-22,2020-03-21,2020-03-22,2020-04-06,USD,RV,11774.17,20200322.0,NAH4,1930685058.0,1,2020-04-07,+ve
9235,9235,U001,0200704045,RA foundation,,2020.0,1930684785.0,2020-03-22,2020-03-22,2020-03-22,2020-04-06,USD,RV,69089.05,20200322.0,NAA8,1930684785.0,0,2020-04-06,null
9236,9236,U001,200752302,KROGER trust,,2020.0,1930673945.0,2020-03-19,2020-03-20,2020-03-19,2020-04-03,USD,RV,118036.32,20200319.0,NAA8,1930673945.0,0,2020-04-03,null
9237,9237,U001,0200769623,WAL-MAR us,,2020.0,1930599779.0,2020-03-05,2020-03-04,2020-03-05,2020-03-20,USD,RV,33153.57,20200305.0,NAH4,1930599779.0,1,2020-03-21,+ve
9238,9238,U001,0100031704,DELHAIZE corporation,,2020.0,1930586745.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,132713.19,20200303.0,NAA8,1930586745.0,0,2020-03-18,null
9239,9239,U001,0200386051,W H corporation,,2020.0,1930637374.0,2020-03-17,2020-03-11,2020-03-17,2020-04-06,USD,RV,12979.6,20200317.0,NAD1,1930637374.0,1,2020-04-07,+ve
9240,9240,U001,0200418007,AM in,,2020.0,1930585399.0,2020-03-04,2020-03-02,2020-03-04,2020-03-19,USD,RV,5878.07,20200304.0,NAA8,1930585399.0,0,2020-03-19,null
9241,9241,U001,0200437182,FOOD  us,,2020.0,1930660739.0,2020-03-19,2020-03-17,2020-03-19,2020-04-03,USD,RV,7816.56,20200319.0,NAA8,1930660739.0,0,2020-04-03,null
9242,9242,U001,0200769623,WAL-MAR ,,2020.0,1930822464.0,2020-04-25,2020-04-24,2020-04-25,2020-05-10,USD,RV,481.48,20200425.0,NAH4,1930822464.0,1,2020-05-11,+ve
9243,9243,U001,200705089,JETR llc,,2020.0,1930659596.0,2020-03-17,2020-03-16,2020-03-17,2020-05-21,USD,RV,5173.31,20200317.0,NAGD,1930659596.0,0,2020-05-21,null
9244,9244,U001,0200772595,SAFEW ,,2020.0,1930733023.0,2020-04-02,2020-04-02,2020-04-02,2020-04-17,USD,RV,32390.73,20200402.0,NAA8,1930733023.0,0,2020-04-17,null
